Id Branch,Agency Name,Date Txs,Corridor,Transaction Id
A07667,LAS TRES FRONTERAS SUPER MERCADO,12/17/2024 0:00,COLOMBIA,1
A07667,LAS TRES FRONTERAS SUPER MERCADO,12/20/2024 0:00,COLOMBIA,1
A07667,LAS TRES FRONTERAS SUPER MERCADO,12/24/2024 0:00,COLOMBIA,2
A07667,LAS TRES FRONTERAS SUPER MERCADO,12/26/2024 0:00,COLOMBIA,1
A07667,LAS TRES FRONTERAS SUPER MERCADO,12/28/2024 0:00,COLOMBIA,2
A07667,LAS TRES FRONTERAS SUPER MERCADO,12/30/2024 0:00,COLOMBIA,1
A07667,LAS TRES FRONTERAS SUPER MERCADO,12/31/2024 0:00,COLOMBIA,4
A07667,LAS TRES FRONTERAS SUPER MERCADO,1/4/2025 0:00,COLOMBIA,1
A07667,LAS TRES FRONTERAS SUPER MERCADO,1/7/2025 0:00,COLOMBIA,2
A07667,LAS TRES FRONTERAS SUPER MERCADO,1/9/2025 0:00,COLOMBIA,1
A07667,LAS TRES FRONTERAS SUPER MERCADO,1/12/2025 0:00,COLOMBIA,1
A07667,LAS TRES FRONTERAS SUPER MERCADO,1/14/2025 0:00,COLOMBIA,1
A07667,LAS TRES FRONTERAS SUPER MERCADO,1/17/2025 0:00,COLOMBIA,2
A07667,LAS TRES FRONTERAS SUPER MERCADO,1/18/2025 0:00,COLOMBIA,1
A07667,LAS TRES FRONTERAS SUPER MERCADO,1/24/2025 0:00,COLOMBIA,2
A07667,LAS TRES FRONTERAS SUPER MERCADO,1/25/2025 0:00,COLOMBIA,1
A07667,LAS TRES FRONTERAS SUPER MERCADO,1/31/2025 0:00,COLOMBIA,2
A07667,LAS TRES FRONTERAS SUPER MERCADO,2/4/2025 0:00,COLOMBIA,1
A07667,LAS TRES FRONTERAS SUPER MERCADO,2/7/2025 0:00,COLOMBIA,1
A07667,LAS TRES FRONTERAS SUPER MERCADO,2/8/2025 0:00,COLOMBIA,2
A07667,LAS TRES FRONTERAS SUPER MERCADO,2/9/2025 0:00,COLOMBIA,1
A07667,LAS TRES FRONTERAS SUPER MERCADO,2/10/2025 0:00,COLOMBIA,1
A07667,LAS TRES FRONTERAS SUPER MERCADO,2/11/2025 0:00,COLOMBIA,2
A07667,LAS TRES FRONTERAS SUPER MERCADO,2/13/2025 0:00,COLOMBIA,1
A07667,LAS TRES FRONTERAS SUPER MERCADO,2/14/2025 0:00,COLOMBIA,1
A07667,LAS TRES FRONTERAS SUPER MERCADO,2/18/2025 0:00,COLOMBIA,1
A07667,LAS TRES FRONTERAS SUPER MERCADO,2/19/2025 0:00,COLOMBIA,1
A07667,LAS TRES FRONTERAS SUPER MERCADO,2/21/2025 0:00,COLOMBIA,2
A07667,LAS TRES FRONTERAS SUPER MERCADO,2/24/2025 0:00,COLOMBIA,1
A07667,LAS TRES FRONTERAS SUPER MERCADO,2/28/2025 0:00,COLOMBIA,1
A07667,LAS TRES FRONTERAS SUPER MERCADO,3/1/2025 0:00,COLOMBIA,1
A07667,LAS TRES FRONTERAS SUPER MERCADO,3/6/2025 0:00,COLOMBIA,1
A07667,LAS TRES FRONTERAS SUPER MERCADO,3/7/2025 0:00,COLOMBIA,1
A07667,LAS TRES FRONTERAS SUPER MERCADO,3/14/2025 0:00,COLOMBIA,1
A07667,LAS TRES FRONTERAS SUPER MERCADO,3/15/2025 0:00,COLOMBIA,2
A07667,LAS TRES FRONTERAS SUPER MERCADO,3/18/2025 0:00,COLOMBIA,1
A07667,LAS TRES FRONTERAS SUPER MERCADO,3/19/2025 0:00,COLOMBIA,1
A07667,LAS TRES FRONTERAS SUPER MERCADO,3/21/2025 0:00,COLOMBIA,1
A07667,LAS TRES FRONTERAS SUPER MERCADO,3/22/2025 0:00,COLOMBIA,1
